resvid,uid,habid,fecha_inicio,fecha_fin
44937,52,44937,2069-12-24,2070-01-11
44938,344,44938,2028-02-29,2028-03-08
44939,163,44939,2043-10-01,2043-10-15
44940,160,44940,2050-09-19,2050-09-19
44941,31,44941,2092-09-18,2092-10-03
44942,376,44942,2072-03-02,2072-03-03
44943,89,44943,2046-08-04,2046-08-10
44944,306,44944,2086-12-25,2087-01-04
44945,138,44945,2063-01-01,2063-01-09
44946,442,44946,2056-09-08,2056-09-18
44947,440,44947,2066-05-11,2066-05-24
44948,284,44948,2068-02-12,2068-02-24
44949,201,44949,2080-05-28,2080-06-09
44950,241,44950,2041-04-07,2041-04-19
44951,217,44951,2085-12-19,2086-01-04
44952,122,44952,2058-03-04,2058-03-23
44953,156,44953,2086-05-09,2086-05-10
44954,415,44954,2044-05-07,2044-05-07
44955,255,44955,2021-11-05,2021-11-07
44956,94,44956,2023-07-11,2023-07-12
44957,322,44957,2093-05-30,2093-06-08
44958,347,44958,2062-12-12,2062-12-27
44959,125,44959,2025-06-29,2025-07-07
44960,26,44960,2023-07-17,2023-07-22
44961,421,44961,2056-02-29,2056-03-18
44962,434,44962,2055-10-23,2055-10-31
44963,393,44963,2097-11-12,2097-11-22
44964,293,44964,2079-09-10,2079-09-19
44965,343,44965,2024-09-29,2024-10-16
44966,1,44966,2093-10-14,2093-10-25
44967,339,44967,2056-04-06,2056-04-25
44968,14,44968,2045-01-16,2045-01-29
44969,242,44969,2051-06-14,2051-07-03
44970,143,44970,2076-06-27,2076-07-11
44971,151,44971,2080-12-25,2081-01-03
44972,405,44972,2092-12-26,2093-01-07
44973,42,44973,2070-09-27,2070-10-12
44974,117,44974,2071-04-17,2071-04-28
44975,334,44975,2053-06-07,2053-06-16
44976,233,44976,2047-09-12,2047-09-14
44977,381,44977,2088-06-26,2088-07-14
44978,305,44978,2054-01-30,2054-02-04
44979,137,44979,2033-04-28,2033-05-16
44980,15,44980,2075-03-12,2075-03-22
44981,26,44981,2028-06-11,2028-06-21
44982,221,44982,2081-03-29,2081-04-11
44983,366,44983,2072-03-07,2072-03-20
44984,53,44984,2038-02-11,2038-02-27
44985,25,44985,2077-05-23,2077-05-24
44986,131,44986,2029-04-28,2029-05-05
44987,63,44987,2098-12-23,2099-01-06
44988,28,44988,2078-08-17,2078-08-24
44989,249,44989,2095-01-09,2095-01-25
44990,350,44990,2093-07-12,2093-07-29
44991,234,44991,2047-02-13,2047-03-04
44992,177,44992,2034-06-20,2034-06-26
44993,237,44993,2021-09-22,2021-10-01
44994,57,44994,2084-05-23,2084-06-02
44995,42,44995,2090-01-28,2090-02-07
44996,261,44996,2025-02-07,2025-02-14
44997,389,44997,2022-05-22,2022-05-26
44998,442,44998,2041-08-12,2041-08-30
44999,249,44999,2040-11-15,2040-12-03
45000,109,45000,2047-10-14,2047-10-22
45001,102,45001,2049-07-17,2049-07-24
45002,145,45002,2021-08-19,2021-09-06
45003,147,45003,2047-02-09,2047-02-19
45004,227,45004,2030-02-05,2030-02-10
45005,295,45005,2095-07-31,2095-08-07
45006,103,45006,2025-02-03,2025-02-05
45007,63,45007,2048-08-14,2048-08-29
45008,196,45008,2068-03-18,2068-03-22
45009,96,45009,2030-10-04,2030-10-15
45010,410,45010,2024-06-14,2024-07-01
45011,207,45011,2085-01-17,2085-01-29
45012,152,45012,2063-11-11,2063-11-11
45013,49,45013,2048-12-08,2048-12-09
45014,407,45014,2049-12-04,2049-12-18
45015,94,45015,2085-04-26,2085-05-13
45016,11,45016,2049-04-07,2049-04-21
45017,181,45017,2060-06-22,2060-06-29
45018,59,45018,2075-11-09,2075-11-23
45019,72,45019,2034-06-05,2034-06-05
45020,346,45020,2051-09-06,2051-09-16
45021,310,45021,2070-05-01,2070-05-10
45022,448,45022,2025-01-29,2025-02-05
45023,296,45023,2077-04-15,2077-04-20
45024,438,45024,2045-05-18,2045-05-22
45025,191,45025,2074-02-05,2074-02-10
45026,328,45026,2043-11-16,2043-11-20
45027,430,45027,2091-09-27,2091-10-07
45028,252,45028,2038-12-13,2038-12-19
45029,209,45029,2071-08-16,2071-09-02
45030,394,45030,2083-06-01,2083-06-17
45031,327,45031,2056-11-02,2056-11-21
45032,148,45032,2081-07-26,2081-07-26
45033,79,45033,2028-02-15,2028-03-04
45034,149,45034,2055-12-15,2055-12-29
45035,259,45035,2028-03-05,2028-03-13
45036,399,45036,2054-06-09,2054-06-13
45037,281,45037,2036-05-20,2036-05-26
45038,261,45038,2040-05-22,2040-06-07
45039,414,45039,2071-03-06,2071-03-17
45040,180,45040,2057-05-20,2057-06-06
45041,353,45041,2083-09-01,2083-09-16
45042,242,45042,2038-12-20,2038-12-30
45043,324,45043,2042-08-13,2042-08-23
45044,38,45044,2077-04-09,2077-04-25
45045,147,45045,2096-03-17,2096-03-21
45046,298,45046,2025-01-25,2025-01-27
45047,59,45047,2065-01-09,2065-01-24
45048,137,45048,2076-04-22,2076-04-27
45049,218,45049,2028-03-17,2028-03-26
45050,414,45050,2065-09-20,2065-09-29
45051,81,45051,2068-05-16,2068-05-23
45052,103,45052,2063-04-04,2063-04-15
45053,421,45053,2045-10-11,2045-10-19
45054,241,45054,2093-08-19,2093-09-04
45055,347,45055,2093-11-26,2093-12-02
45056,211,45056,2090-06-08,2090-06-19
45057,275,45057,2035-11-14,2035-11-26
45058,254,45058,2085-08-06,2085-08-18
45059,42,45059,2057-10-19,2057-10-23
45060,234,45060,2044-12-04,2044-12-21
45061,157,45061,2085-10-31,2085-11-10
45062,380,45062,2083-07-23,2083-08-07
45063,325,45063,2083-03-29,2083-03-31
45064,43,45064,2056-03-09,2056-03-15
45065,406,45065,2044-09-20,2044-10-05
45066,340,45066,2056-01-23,2056-01-24
45067,19,45067,2039-06-07,2039-06-26
45068,138,45068,2051-04-08,2051-04-18
45069,241,45069,2052-05-25,2052-05-26
45070,414,45070,2038-10-10,2038-10-12
45071,365,45071,2051-02-13,2051-03-02
45072,404,45072,2080-03-22,2080-04-10
45073,247,45073,2035-04-08,2035-04-15
45074,48,45074,2035-02-22,2035-03-04
45075,35,45075,2024-01-02,2024-01-09
45076,224,45076,2026-09-26,2026-09-28
45077,274,45077,2090-05-25,2090-06-04
45078,387,45078,2036-09-28,2036-10-08
45079,422,45079,2071-07-29,2071-07-30
45080,296,45080,2080-07-07,2080-07-10
45081,397,45081,2069-11-16,2069-12-03
45082,417,45082,2056-07-18,2056-07-18
45083,438,45083,2089-03-23,2089-04-08
45084,273,45084,2070-01-12,2070-01-23
45085,121,45085,2074-01-10,2074-01-23
45086,186,45086,2037-04-28,2037-04-28
45087,71,45087,2094-01-04,2094-01-17
45088,17,45088,2049-10-17,2049-11-05
45089,445,45089,2082-04-18,2082-05-03
45090,267,45090,2019-05-13,2019-05-17
45091,50,45091,2064-03-09,2064-03-19
45092,300,45092,2041-01-05,2041-01-09
45093,391,45093,2071-05-26,2071-05-28
45094,96,45094,2022-07-30,2022-07-31
45095,213,45095,2034-03-14,2034-03-14
45096,364,45096,2042-04-26,2042-05-10
45097,409,45097,2062-07-23,2062-08-05
45098,225,45098,2037-12-10,2037-12-10
45099,422,45099,2041-08-02,2041-08-07
45100,133,45100,2081-08-11,2081-08-24
45101,35,45101,2057-05-15,2057-05-21
45102,225,45102,2021-10-05,2021-10-11
45103,337,45103,2086-07-22,2086-07-30
45104,284,45104,2096-08-12,2096-08-20
45105,349,45105,2057-05-09,2057-05-22
45106,283,45106,2077-06-08,2077-06-23
45107,220,45107,2078-10-02,2078-10-09
45108,80,45108,2065-05-17,2065-05-26
45109,377,45109,2072-01-31,2072-02-17
45110,28,45110,2096-02-04,2096-02-16
45111,79,45111,2020-05-11,2020-05-22
45112,236,45112,2032-09-11,2032-09-25
45113,404,45113,2056-02-02,2056-02-17
45114,167,45114,2089-01-28,2089-02-03
45115,262,45115,2056-01-27,2056-01-27
45116,428,45116,2042-03-12,2042-03-29
45117,310,45117,2085-03-03,2085-03-06
45118,277,45118,2091-04-16,2091-04-18
45119,310,45119,2092-05-26,2092-05-30
45120,182,45120,2025-05-21,2025-05-26
45121,154,45121,2055-11-13,2055-11-14
45122,18,45122,2079-08-15,2079-08-16
45123,262,45123,2071-01-24,2071-01-28
45124,313,45124,2077-08-20,2077-09-07
45125,101,45125,2055-06-24,2055-07-09
45126,111,45126,2058-12-03,2058-12-13
45127,98,45127,2054-04-11,2054-04-26
45128,45,45128,2028-08-12,2028-08-26
45129,47,45129,2080-02-12,2080-02-15
45130,171,45130,2067-11-19,2067-12-02
45131,160,45131,2027-07-29,2027-08-01
45132,1,45132,2081-10-10,2081-10-15
45133,20,45133,2049-04-20,2049-05-03
45134,384,45134,2096-07-27,2096-08-05
45135,439,45135,2062-08-07,2062-08-26
45136,127,45136,2044-01-09,2044-01-09
45137,232,45137,2044-07-10,2044-07-29
45138,289,45138,2058-04-19,2058-05-02
45139,141,45139,2093-08-20,2093-09-05
45140,26,45140,2078-10-16,2078-11-03
45141,341,45141,2041-06-27,2041-07-16
45142,137,45142,2044-06-17,2044-06-19
45143,386,45143,2079-03-24,2079-04-01
45144,358,45144,2035-11-18,2035-11-26
45145,340,45145,2053-10-28,2053-10-28
45146,52,45146,2048-02-13,2048-02-25
45147,319,45147,2039-12-28,2040-01-11
45148,4,45148,2035-05-28,2035-06-05
45149,212,45149,2065-07-31,2065-08-09
45150,297,45150,2032-02-18,2032-02-22
45151,297,45151,2077-11-14,2077-11-19
45152,436,45152,2061-07-29,2061-08-03
45153,144,45153,2076-07-12,2076-07-19
45154,360,45154,2048-05-21,2048-05-26
45155,92,45155,2097-02-02,2097-02-04
45156,423,45156,2040-05-13,2040-05-29
45157,60,45157,2025-07-18,2025-07-30
45158,22,45158,2060-09-11,2060-09-21
45159,152,45159,2063-03-13,2063-03-31
45160,367,45160,2052-11-05,2052-11-15
45161,294,45161,2094-09-20,2094-09-21
45162,62,45162,2079-07-26,2079-08-05
45163,118,45163,2041-05-07,2041-05-12
45164,300,45164,2084-10-15,2084-10-18
45165,179,45165,2099-12-22,2100-01-03
45166,219,45166,2065-07-09,2065-07-15
45167,192,45167,2060-11-10,2060-11-19
45168,326,45168,2085-11-02,2085-11-09
45169,251,45169,2060-11-24,2060-12-07
45170,382,45170,2059-12-19,2059-12-28
45171,70,45171,2036-12-04,2036-12-17
45172,178,45172,2063-02-20,2063-03-10
45173,281,45173,2021-09-15,2021-10-01
45174,441,45174,2031-10-30,2031-11-13
45175,46,45175,2068-10-02,2068-10-12
45176,163,45176,2081-06-06,2081-06-16
45177,85,45177,2076-12-16,2076-12-17
45178,383,45178,2031-08-04,2031-08-23
45179,172,45179,2053-08-02,2053-08-06
45180,164,45180,2033-07-13,2033-07-31
45181,83,45181,2089-06-11,2089-06-27
45182,399,45182,2064-06-21,2064-06-25
45183,267,45183,2073-04-28,2073-05-10
45184,18,45184,2034-10-10,2034-10-27
45185,261,45185,2026-06-08,2026-06-15
45186,351,45186,2048-11-18,2048-12-05
45187,357,45187,2037-01-24,2037-01-25
45188,186,45188,2059-11-24,2059-12-13
45189,12,45189,2066-08-24,2066-09-05
45190,87,45190,2078-06-07,2078-06-15
45191,122,45191,2035-09-23,2035-10-03
45192,255,45192,2082-02-05,2082-02-08
45193,321,45193,2054-12-22,2054-12-25
45194,318,45194,2046-07-17,2046-07-29
45195,424,45195,2035-08-30,2035-09-17
45196,139,45196,2028-01-17,2028-01-29
45197,40,45197,2061-09-17,2061-09-20
45198,332,45198,2028-03-15,2028-03-28
45199,182,45199,2030-12-31,2031-01-03
45200,431,45200,2031-02-14,2031-03-03
45201,415,45201,2084-10-19,2084-10-23
45202,33,45202,2072-04-19,2072-05-01
45203,428,45203,2023-12-21,2024-01-03
45204,185,45204,2074-10-21,2074-11-04
45205,363,45205,2022-03-03,2022-03-08
45206,180,45206,2092-05-15,2092-05-17
45207,271,45207,2039-09-03,2039-09-16
45208,201,45208,2036-02-01,2036-02-19
45209,46,45209,2068-06-28,2068-07-01
45210,322,45210,2068-11-23,2068-11-29
45211,216,45211,2029-11-26,2029-12-13
45212,47,45212,2082-11-01,2082-11-02
45213,109,45213,2067-02-12,2067-02-14
45214,71,45214,2025-03-27,2025-04-12
45215,317,45215,2042-08-03,2042-08-13
45216,35,45216,2065-01-28,2065-01-31
45217,248,45217,2041-01-22,2041-01-24
45218,80,45218,2042-08-18,2042-08-21
45219,95,45219,2020-09-03,2020-09-15
45220,131,45220,2055-07-09,2055-07-17
45221,97,45221,2074-10-16,2074-10-27
45222,292,45222,2066-10-23,2066-10-24
45223,441,45223,2055-12-10,2055-12-17
45224,342,45224,2031-06-05,2031-06-10
45225,262,45225,2087-06-06,2087-06-17
45226,336,45226,2059-01-14,2059-01-19
45227,77,45227,2053-07-16,2053-07-30
45228,381,45228,2020-09-23,2020-10-05
45229,198,45229,2067-12-03,2067-12-21
45230,53,45230,2059-02-08,2059-02-20
45231,338,45231,2050-12-18,2051-01-05
45232,439,45232,2078-02-28,2078-03-15
45233,250,45233,2025-12-04,2025-12-17
45234,15,45234,2059-01-08,2059-01-13
45235,218,45235,2027-12-23,2027-12-27
45236,65,45236,2073-08-08,2073-08-08
45237,367,45237,2040-09-26,2040-10-10
45238,446,45238,2042-11-02,2042-11-03
45239,33,45239,2022-05-08,2022-05-24
45240,370,45240,2044-04-10,2044-04-26
45241,257,45241,2069-08-02,2069-08-04
45242,50,45242,2059-10-13,2059-10-21
45243,318,45243,2078-08-04,2078-08-06
45244,345,45244,2042-12-13,2042-12-19
45245,330,45245,2094-07-07,2094-07-24
45246,243,45246,2025-11-12,2025-11-16
45247,230,45247,2098-05-15,2098-05-18
45248,228,45248,2054-10-01,2054-10-17
45249,126,45249,2088-11-10,2088-11-21
45250,135,45250,2031-12-27,2032-01-07
45251,67,45251,2089-05-13,2089-05-28
45252,283,45252,2075-10-26,2075-10-28
45253,32,45253,2081-01-25,2081-02-12
45254,277,45254,2053-03-18,2053-03-31
45255,318,45255,2094-07-16,2094-07-19
45256,260,45256,2048-01-22,2048-02-07
45257,327,45257,2041-04-29,2041-05-13
45258,243,45258,2096-03-24,2096-04-11
45259,346,45259,2090-05-22,2090-05-31
45260,344,45260,2053-10-10,2053-10-11
45261,194,45261,2069-08-27,2069-08-31
45262,109,45262,2094-07-02,2094-07-18
45263,287,45263,2042-01-06,2042-01-14
45264,428,45264,2095-08-05,2095-08-23
45265,91,45265,2021-12-07,2021-12-19
45266,224,45266,2096-07-14,2096-07-14
45267,79,45267,2019-07-25,2019-08-06
45268,232,45268,2080-01-04,2080-01-15
45269,435,45269,2021-01-26,2021-01-31
45270,77,45270,2099-05-09,2099-05-09
45271,276,45271,2056-03-19,2056-03-24
45272,396,45272,2020-04-10,2020-04-11
45273,433,45273,2038-09-07,2038-09-11
45274,2,45274,2091-12-17,2092-01-03
45275,170,45275,2072-12-19,2073-01-03
45276,367,45276,2035-11-15,2035-12-03
45277,445,45277,2057-08-06,2057-08-20
45278,19,45278,2089-05-07,2089-05-17
45279,127,45279,2062-12-29,2063-01-02
45280,14,45280,2061-02-27,2061-03-15
45281,184,45281,2084-03-02,2084-03-04
45282,420,45282,2077-05-23,2077-06-04
45283,211,45283,2044-01-10,2044-01-27
45284,349,45284,2067-07-29,2067-07-29
45285,125,45285,2093-01-05,2093-01-10
45286,101,45286,2042-08-28,2042-09-07
45287,234,45287,2093-12-18,2094-01-04
45288,1,45288,2043-02-16,2043-02-25
45289,380,45289,2044-12-30,2045-01-12
45290,327,45290,2091-07-04,2091-07-13
45291,195,45291,2040-09-15,2040-09-18
45292,434,45292,2052-08-27,2052-09-14
45293,56,45293,2057-12-04,2057-12-04
45294,260,45294,2027-01-16,2027-01-27
45295,432,45295,2029-07-04,2029-07-19
45296,343,45296,2079-12-11,2079-12-21
45297,201,45297,2073-09-14,2073-09-29
45298,383,45298,2060-10-18,2060-10-23
45299,339,45299,2056-10-09,2056-10-09
45300,104,45300,2096-06-12,2096-06-12
45301,222,45301,2037-07-03,2037-07-12
45302,355,45302,2021-05-02,2021-05-11
45303,285,45303,2040-08-06,2040-08-10
45304,270,45304,2095-04-08,2095-04-21
45305,318,45305,2031-01-02,2031-01-07
45306,347,45306,2088-02-24,2088-03-03
45307,402,45307,2088-02-14,2088-02-26
45308,50,45308,2020-05-03,2020-05-08
45309,129,45309,2082-09-22,2082-10-11
45310,181,45310,2084-03-29,2084-03-31
45311,171,45311,2090-12-26,2091-01-04
45312,412,45312,2065-06-20,2065-07-06
45313,1,45313,2099-10-28,2099-11-11
45314,57,45314,2027-07-30,2027-08-16
45315,242,45315,2057-08-02,2057-08-11
45316,395,45316,2083-09-15,2083-09-22
45317,257,45317,2059-08-14,2059-08-21
45318,175,45318,2093-04-16,2093-04-24
45319,182,45319,2062-12-17,2062-12-28
45320,244,45320,2041-03-21,2041-03-24
45321,254,45321,2058-02-22,2058-03-06
45322,206,45322,2091-12-04,2091-12-04
45323,392,45323,2051-07-10,2051-07-10
45324,358,45324,2069-07-31,2069-08-07
45325,167,45325,2046-02-09,2046-02-11
45326,361,45326,2020-06-13,2020-06-27
45327,210,45327,2033-12-27,2034-01-04
45328,68,45328,2020-11-30,2020-12-10
45329,112,45329,2060-02-11,2060-02-25
45330,235,45330,2034-09-29,2034-10-11
45331,179,45331,2072-01-22,2072-01-30
45332,132,45332,2036-11-03,2036-11-15
45333,405,45333,2064-08-01,2064-08-17
45334,272,45334,2021-03-05,2021-03-13
45335,336,45335,2072-03-06,2072-03-22
45336,442,45336,2071-11-01,2071-11-14
45337,412,45337,2038-09-14,2038-09-27
45338,368,45338,2074-04-10,2074-04-17
45339,41,45339,2084-11-10,2084-11-21
45340,72,45340,2097-02-03,2097-02-14
45341,262,45341,2067-04-13,2067-05-01
45342,242,45342,2034-10-01,2034-10-12
45343,298,45343,2054-05-04,2054-05-17
45344,5,45344,2094-12-08,2094-12-26
45345,315,45345,2059-10-14,2059-10-15
45346,226,45346,2043-12-29,2044-01-06
45347,130,45347,2042-07-05,2042-07-24
45348,387,45348,2083-08-04,2083-08-21
45349,25,45349,2067-01-18,2067-01-19
45350,344,45350,2029-11-17,2029-12-05
45351,237,45351,2026-02-23,2026-02-28
45352,180,45352,2029-02-15,2029-02-26
45353,139,45353,2057-11-16,2057-12-04
45354,297,45354,2051-02-18,2051-03-02
45355,135,45355,2066-08-21,2066-09-08
45356,235,45356,2066-11-02,2066-11-17
45357,158,45357,2078-03-24,2078-04-10
45358,240,45358,2073-06-11,2073-06-14
45359,135,45359,2052-03-07,2052-03-10
45360,252,45360,2093-01-06,2093-01-15
45361,422,45361,2038-08-24,2038-08-25
45362,9,45362,2058-04-16,2058-04-26
45363,235,45363,2081-08-12,2081-08-30
45364,370,45364,2098-08-27,2098-09-04
45365,215,45365,2072-12-29,2072-12-30
45366,6,45366,2026-11-24,2026-12-05
45367,168,45367,2041-01-05,2041-01-16
45368,436,45368,2062-07-30,2062-08-15
45369,61,45369,2082-12-20,2082-12-23
45370,391,45370,2027-06-01,2027-06-20
45371,220,45371,2076-05-21,2076-06-01
45372,443,45372,2082-01-20,2082-01-20
45373,259,45373,2086-11-09,2086-11-18
45374,387,45374,2033-07-12,2033-07-15
45375,438,45375,2034-08-28,2034-09-05
45376,78,45376,2057-06-09,2057-06-17
45377,127,45377,2096-06-19,2096-06-21
45378,106,45378,2074-11-16,2074-11-25
45379,42,45379,2029-03-01,2029-03-14
45380,45,45380,2083-11-30,2083-12-12
45381,143,45381,2061-10-13,2061-10-31
45382,293,45382,2093-12-31,2094-01-04
45383,237,45383,2095-04-11,2095-04-25
45384,403,45384,2022-11-07,2022-11-18
45385,161,45385,2095-12-27,2096-01-04
45386,124,45386,2087-09-15,2087-10-01
45387,131,45387,2055-06-05,2055-06-13
45388,435,45388,2080-12-20,2081-01-07
45389,226,45389,2076-01-15,2076-01-16
45390,383,45390,2027-01-11,2027-01-26
45391,220,45391,2050-03-31,2050-04-14
45392,77,45392,2022-11-03,2022-11-15
45393,442,45393,2089-03-24,2089-04-07
45394,98,45394,2087-01-25,2087-01-30
45395,389,45395,2090-05-21,2090-05-23
45396,333,45396,2046-03-30,2046-03-30
45397,332,45397,2021-04-28,2021-05-13
45398,255,45398,2063-12-11,2063-12-20
45399,16,45399,2051-01-03,2051-01-14
45400,98,45400,2037-12-20,2037-12-23
45401,216,45401,2027-10-26,2027-11-06
45402,195,45402,2034-06-25,2034-06-30
45403,63,45403,2059-08-19,2059-08-25
45404,29,45404,2073-03-16,2073-03-19
45405,118,45405,2049-04-23,2049-05-03
45406,322,45406,2049-08-04,2049-08-15
45407,181,45407,2071-12-05,2071-12-12
45408,178,45408,2025-04-27,2025-05-15
45409,13,45409,2060-07-20,2060-07-24
45410,172,45410,2054-06-16,2054-06-29
45411,220,45411,2097-09-18,2097-09-21
45412,398,45412,2073-03-02,2073-03-16
45413,293,45413,2074-01-17,2074-01-25
45414,47,45414,2056-07-17,2056-07-21
45415,438,45415,2020-03-02,2020-03-15
45416,90,45416,2036-03-11,2036-03-22
45417,252,45417,2029-11-04,2029-11-14
45418,333,45418,2069-10-26,2069-11-07
45419,44,45419,2069-08-27,2069-09-05
45420,86,45420,2086-09-11,2086-09-14
45421,212,45421,2059-06-01,2059-06-02
45422,239,45422,2036-10-03,2036-10-14
45423,389,45423,2089-11-03,2089-11-22
45424,187,45424,2021-02-19,2021-03-07
45425,150,45425,2050-12-19,2051-01-05
45426,149,45426,2060-08-10,2060-08-25
45427,100,45427,2073-03-15,2073-04-01
45428,202,45428,2056-08-31,2056-09-09
45429,328,45429,2061-06-11,2061-06-19
45430,127,45430,2019-06-15,2019-06-17
45431,203,45431,2095-05-27,2095-06-15
45432,91,45432,2038-04-04,2038-04-12
45433,7,45433,2086-07-21,2086-08-06
45434,161,45434,2064-08-28,2064-09-02
45435,368,45435,2019-09-26,2019-10-05
45436,268,45436,2034-12-13,2034-12-16
45437,271,45437,2062-08-25,2062-09-01
45438,5,45438,2074-10-06,2074-10-20
45439,116,45439,2043-08-14,2043-08-27
45440,405,45440,2038-06-20,2038-06-26
45441,137,45441,2048-05-10,2048-05-18
45442,258,45442,2084-05-14,2084-05-28
45443,331,45443,2095-03-12,2095-03-17
45444,268,45444,2085-06-25,2085-07-02
45445,423,45445,2060-07-29,2060-08-06
45446,106,45446,2063-04-14,2063-05-03
45447,102,45447,2043-03-10,2043-03-23
45448,72,45448,2057-07-03,2057-07-06
45449,83,45449,2080-11-03,2080-11-14
45450,122,45450,2059-05-10,2059-05-19
45451,171,45451,2054-09-01,2054-09-14
45452,85,45452,2059-03-16,2059-04-01
45453,243,45453,2045-02-24,2045-03-13
45454,233,45454,2048-02-27,2048-03-06
45455,228,45455,2063-10-19,2063-10-20
45456,39,45456,2038-03-24,2038-04-06
45457,366,45457,2050-09-20,2050-09-26
45458,231,45458,2034-07-15,2034-07-19
45459,91,45459,2099-04-12,2099-04-26
45460,18,45460,2020-11-09,2020-11-28
45461,162,45461,2035-03-08,2035-03-13
45462,136,45462,2022-11-03,2022-11-11
45463,101,45463,2078-01-09,2078-01-17
45464,419,45464,2068-06-04,2068-06-23
45465,119,45465,2075-01-23,2075-02-01
45466,63,45466,2074-06-09,2074-06-09
45467,2,45467,2019-08-28,2019-09-11
45468,253,45468,2029-04-09,2029-04-16
45469,427,45469,2026-06-09,2026-06-24
45470,283,45470,2066-10-04,2066-10-18
45471,76,45471,2096-09-08,2096-09-19
45472,204,45472,2090-08-12,2090-08-31
45473,443,45473,2040-04-22,2040-04-24
45474,25,45474,2040-04-28,2040-05-02
45475,448,45475,2083-12-13,2083-12-18
45476,364,45476,2069-03-24,2069-04-10
45477,196,45477,2019-04-11,2019-04-19
45478,298,45478,2026-11-27,2026-12-11
45479,440,45479,2057-12-20,2057-12-28
45480,150,45480,2076-06-23,2076-07-08
45481,331,45481,2021-11-20,2021-11-28
45482,20,45482,2098-09-18,2098-09-19
45483,320,45483,2055-11-05,2055-11-08
45484,200,45484,2057-09-04,2057-09-19
45485,433,45485,2045-07-15,2045-07-16
45486,387,45486,2085-02-20,2085-02-26
45487,265,45487,2029-03-03,2029-03-03
45488,102,45488,2097-10-09,2097-10-18
45489,48,45489,2051-11-25,2051-12-12
45490,315,45490,2089-03-28,2089-04-03
45491,295,45491,2050-12-26,2051-01-01
45492,99,45492,2062-06-17,2062-06-28
45493,370,45493,2081-04-06,2081-04-15
45494,399,45494,2083-12-01,2083-12-12
45495,215,45495,2098-07-10,2098-07-12
45496,305,45496,2088-10-25,2088-11-01
45497,17,45497,2037-06-22,2037-07-07
45498,166,45498,2026-05-26,2026-06-09
45499,301,45499,2024-02-10,2024-02-12
45500,432,45500,2077-01-30,2077-02-08
45501,230,45501,2063-07-28,2063-08-09
45502,287,45502,2083-04-23,2083-04-26
45503,22,45503,2060-07-08,2060-07-17
45504,71,45504,2096-09-03,2096-09-13
45505,274,45505,2056-01-29,2056-02-12
45506,51,45506,2060-10-12,2060-10-23
45507,174,45507,2086-06-24,2086-06-30
45508,379,45508,2059-12-30,2060-01-07
45509,257,45509,2039-12-01,2039-12-07
45510,97,45510,2083-06-21,2083-06-28
45511,135,45511,2053-08-20,2053-08-31
45512,436,45512,2035-02-08,2035-02-24
45513,349,45513,2084-10-29,2084-11-04
45514,11,45514,2073-03-31,2073-04-18
45515,108,45515,2068-02-23,2068-02-24
45516,393,45516,2020-07-04,2020-07-10
45517,38,45517,2044-01-14,2044-01-29
45518,87,45518,2080-01-24,2080-02-10
45519,427,45519,2048-08-02,2048-08-10
45520,60,45520,2030-02-12,2030-02-16
45521,61,45521,2077-04-29,2077-05-04
45522,33,45522,2075-07-26,2075-07-31
45523,311,45523,2058-07-18,2058-08-05
45524,335,45524,2060-06-18,2060-06-28
45525,52,45525,2084-06-04,2084-06-18
45526,318,45526,2090-01-21,2090-02-06
45527,397,45527,2068-05-11,2068-05-24
45528,226,45528,2099-05-26,2099-05-30
45529,105,45529,2080-04-21,2080-04-27
45530,65,45530,2027-05-22,2027-05-25
45531,196,45531,2098-05-29,2098-06-15
45532,89,45532,2042-02-21,2042-02-24
45533,431,45533,2027-09-22,2027-09-22
45534,395,45534,2037-02-17,2037-02-23
45535,164,45535,2023-12-06,2023-12-10
45536,141,45536,2039-04-16,2039-04-22
45537,221,45537,2019-05-24,2019-06-01
45538,199,45538,2044-12-14,2044-12-16
45539,304,45539,2044-04-03,2044-04-14
45540,98,45540,2086-11-06,2086-11-16
45541,293,45541,2071-08-16,2071-08-17
45542,43,45542,2086-04-19,2086-05-02
45543,87,45543,2086-12-31,2087-01-14
45544,273,45544,2071-09-22,2071-10-03
45545,283,45545,2077-12-27,2078-01-12
45546,427,45546,2079-03-05,2079-03-05
45547,445,45547,2081-06-11,2081-06-20
45548,337,45548,2071-02-22,2071-03-12
45549,196,45549,2061-07-14,2061-07-31
45550,368,45550,2035-05-03,2035-05-11
45551,207,45551,2056-08-23,2056-08-23
45552,258,45552,2092-07-27,2092-07-31
45553,442,45553,2099-03-20,2099-03-29
45554,426,45554,2033-03-24,2033-04-11
45555,95,45555,2035-11-03,2035-11-07
45556,217,45556,2065-02-04,2065-02-14
45557,448,45557,2089-02-24,2089-03-01
45558,284,45558,2089-12-10,2089-12-17
45559,173,45559,2044-06-27,2044-07-14
45560,273,45560,2088-05-31,2088-06-02
45561,51,45561,2062-04-05,2062-04-20
45562,178,45562,2023-05-22,2023-05-29
45563,235,45563,2040-12-25,2041-01-07
45564,150,45564,2059-10-30,2059-11-04
45565,96,45565,2051-02-15,2051-02-25
45566,84,45566,2081-04-28,2081-05-07
45567,430,45567,2039-02-06,2039-02-20
45568,440,45568,2074-11-26,2074-11-27
45569,129,45569,2052-07-27,2052-08-03
45570,429,45570,2022-09-04,2022-09-21
45571,219,45571,2096-07-09,2096-07-27
