eid,vinoid
726,217
425,217
0,217
575,217
710,217
480,217
27,217
61,217
258,217
978,217
901,217
357,217
653,217
112,217
482,217
644,217
210,217
122,217
553,217
881,217
509,217
242,217
74,217
343,217
306,217
565,217
977,217
893,217
180,217
947,217
963,217
411,217
327,217
222,217
909,217
192,217
939,217
21,217
149,217
594,217
707,217
364,217
996,217
917,217
374,217
312,217
205,217
469,217
523,217
245,217
651,217
254,217
281,217
605,217
778,217
311,217
443,217
279,217
293,217
236,217
679,217
70,217
259,217
16,217
657,217
7,217
408,217
390,217
866,217
544,217
86,217
756,217
727,217
43,217
723,217
496,217
684,217
332,217
894,217
139,217
794,217
844,217
969,217
753,217
682,217
620,217
972,217
146,217
527,217
59,217
733,217
750,217
835,217
613,217
243,217
928,217
725,217
294,217
683,217
77,217
697,217
54,217
546,217
339,217
593,217
331,217
99,217
804,217
121,217
681,217
155,217
208,217
688,217
878,217
777,217
476,217
934,217
267,217
308,217
213,217
700,217
78,217
522,217
964,217
732,217
351,217
195,217
29,217
429,217
507,217
249,217
203,217
56,217
283,217
67,217
806,217
774,217
971,217
558,217
91,217
465,217
889,217
606,217
241,217
184,217
833,217
199,217
775,217
37,217
786,217
797,217
141,217
150,217
602,217
675,217
631,217
761,217
764,217
787,217
944,217
918,217
376,217
724,217
852,217
617,217
4,217
275,217
96,217
962,217
865,217
855,217
125,217
28,217
65,217
557,217
233,217
524,217
663,217
584,217
795,217
808,217
819,217
409,217
714,217
26,217
189,217
718,217
206,217
454,217
437,217
352,217
581,217
588,217
68,217
427,217
676,217
879,217
998,217
615,217
386,217
170,217
467,217
264,217
757,217
497,217
643,217
799,217
84,217
322,217
173,217
399,217
153,217
771,217
706,217
66,217
340,217
551,217
273,217
548,217
76,217
838,217
784,217
850,217
511,217
872,217
156,217
566,217
369,217
160,217
990,217
400,217
10,217
924,217
159,217
57,217
703,217
201,217
324,217
60,217
234,217
209,217
896,217
760,217
731,217
462,217
47,217
953,217
843,217
181,217
518,217
138,217
912,217
278,217
737,217
785,217
85,217
827,217
300,217
834,217
436,217
499,217
543,217
183,217
285,217
911,217
882,217
42,217
857,217
530,217
229,217
144,217
796,217
323,217
80,217
919,217
561,217
949,217
597,217
938,217
88,217
365,217
271,217
570,217
751,217
231,217
220,217
147,217
167,217
564,217
793,217
816,217
458,217
608,217
603,217
6,217
639,217
528,217
526,217
36,217
108,217
250,217
127,217
699,217
64,217
102,217
847,217
217,217
916,217
83,217
468,217
712,217
394,217
424,217
207,217
235,217
672,217
952,217
622,217
129,217
191,217
401,217
931,217
304,217
225,217
571,217
128,217
654,217
391,217
946,217
762,217
32,217
772,217
801,217
529,217
18,217
717,217
848,217
539,217
453,217
773,217
960,217
131,217
514,217
446,217
420,217
63,217
337,217
62,217
621,217
12,217
735,217
182,217
618,217
921,217
134,217
310,217
740,217
90,217
828,217
614,217
448,217
405,217
755,217
190,217
906,217
495,217
33,217
691,217
19,217
854,217
317,217
347,217
397,217
970,217
673,217
875,217
479,217
123,217
885,217
79,217
252,217
171,217
789,217
920,217
92,217
115,217
859,217
858,217
677,217
288,217
898,217
500,217
197,217
930,217
274,217
521,217
999,217
976,217
715,217
135,217
432,217
219,217
290,217
287,217
891,217
422,217
227,217
329,217
94,217
172,217
158,217
151,217
979,217
704,217
780,217
831,217
763,217
381,217
680,217
46,217
305,217
997,217
915,217
690,217
292,217
504,217
623,217
629,217
348,217
395,217
973,217
98,217
758,217
694,217
455,217
531,217
573,217
607,217
940,217
72,217
282,217
435,217
314,217
456,217
341,217
404,217
568,217
628,217
616,217
30,217
650,217
591,217
652,217
247,217
410,217
296,217
50,217
114,217
642,217
154,217
393,217
488,217
951,217
648,217
261,217
556,217
658,217
55,217
188,217
478,217
239,217
489,217
349,217
360,217
577,217
768,217
175,217
162,217
611,217
268,217
899,217
266,217
492,217
472,217
542,217
423,217
471,217
638,217
769,217
992,217
842,217
269,217
419,217
929,217
325,217
624,217
792,217
119,217
503,217
228,217
81,217
430,217
302,217
730,217
880,217
713,217
202,217
966,217
414,217
3,217
582,217
452,217
626,217
93,217
44,217
328,217
989,217
211,217
984,217
538,217
223,217
517,217
82,217
957,217
8,217
853,217
366,217
601,217
286,217
441,217
980,217
692,217
246,217
890,217
908,217
671,217
140,217
284,217
541,217
69,217
113,217
224,217
120,217
34,217
519,217
470,217
510,217
922,217
932,217
590,217
627,217
823,217
417,217
384,217
179,217
358,217
53,217
388,217
636,217
506,217
73,217
187,217
276,217
403,217
837,217
375,217
298,217
389,217
382,217
270,217
428,217
161,217
299,217
272,217
982,217
686,217
936,217
51,217
379,217
670,217
407,217
265,217
109,217
289,217
634,217
809,217
165,217
198,217
97,217
326,217
569,217
520,217
884,217
277,217
321,217
689,217
330,217
687,217
554,217
759,217
647,217
950,217
770,217
646,217
822,217
483,217
790,217
572,217
783,217
251,217
110,217
342,217
338,217
186,217
550,217
867,217
221,217
948,217
434,217
14,217
359,217
370,217
903,217
315,217
406,217
194,217
803,217
20,217
868,217
502,217
738,217
473,217
117,217
728,217
11,217
534,217
829,217
440,217
313,217
749,217
902,217
130,217
255,217
445,217
813,217
442,217
599,217
412,217
555,217
356,217
262,217
461,217
378,217
913,217
974,217
782,217
734,217
537,217
559,217
106,217
107,217
380,217
137,217
126,217
767,217
474,217
585,217
116,217
35,217
257,217
385,217
985,217
849,217
698,217
975,217
883,217
280,217
741,217
372,217
600,217
705,217
580,217
309,217
815,217
722,217
346,217
451,217
987,217
869,217
5,217
864,217
923,217
925,217
766,217
702,217
334,217
9,217
632,217
871,217
719,217
536,217
105,217
218,217
826,217
832,217
746,217
814,217
576,217
23,217
926,217
747,217
200,217
986,217
955,217
933,217
935,217
450,217
635,217
157,217
674,217
398,217
214,217
579,217
515,217
426,217
739,217
820,217
421,217
416,217
291,217
981,217
661,217
212,217
942,217
991,217
662,217
196,217
344,217
736,217
807,217
353,217
178,217
892,217
791,217
512,217
709,217
493,217
560,217
215,217
993,217
701,217
152,217
862,217
415,217
656,217
811,217
377,217
781,217
124,217
802,217
721,217
505,217
874,217
825,217
318,217
481,217
729,217
860,217
41,217
168,217
392,217
886,217
320,217
574,217
655,217
863,217
253,217
39,217
491,217
438,217
143,217
350,217
260,217
40,217
754,217
625,217
968,217
927,217
578,217
501,217
48,217
367,217
25,217
244,217
256,217
387,217
100,217
592,217
1,217
363,217
486,217
303,217
567,217
641,217
547,217
897,217
609,217
830,217
532,217
877,217
463,217
589,217
861,217
185,217
841,217
402,217
870,217
540,217
216,217
667,217
166,217
552,217
776,217
904,217
373,217
800,217
988,217
111,217
319,217
961,217
174,217
851,217
58,217
301,217
45,217
433,217
708,217
873,217
237,217
297,217
418,217
89,217
145,217
745,217
696,217
460,217
466,217
22,217
836,217
888,217
169,217
659,217
941,217
354,217
586,217
2,217
598,217
118,217
508,217
475,217
226,217
457,217
396,217
103,217
490,217
164,217
695,217
630,217
752,217
545,217
595,217
484,217
439,217
15,217
943,217
525,217
994,217
562,217
956,217
459,217
610,217
967,217
95,217
812,217
637,217
685,217
887,217
945,217
937,217
765,217
333,217
798,217
494,217
193,217
839,217
431,217
240,217
142,217
846,217
13,217
49,217
876,217
563,217
720,217
744,217
633,217
788,217
645,217
910,217
533,217
316,217
263,217
104,217
995,217
779,217
535,217
669,217
845,217
660,217
716,217
368,217
818,217
248,217
905,217
743,217
914,217
742,217
664,217
983,217
17,217
587,217
810,217
958,217
31,217
711,217
176,217
668,217
101,217
596,217
52,217
549,217
487,217
177,217
619,217
665,217
163,217
959,217
335,217
447,217
449,217
821,217
232,217
666,217
413,217
895,217
362,217
856,217
71,217
583,217
75,217
824,217
649,217
136,217
383,217
345,218
513,218
238,218
307,218
817,218
748,218
805,218
604,218
464,218
907,218
361,218
498,218
693,218
295,218
204,218
954,218
640,218
148,218
485,218
477,218
371,218
612,218
516,218
840,218
900,218
678,218
133,218
726,218
425,218
0,218
575,218
710,218
480,218
27,218
61,218
258,218
978,218
901,218
357,218
653,218
112,218
482,218
644,218
210,218
122,218
553,218
881,218
509,218
242,218
74,218
343,218
306,218
565,218
977,218
893,218
180,218
947,218
963,218
411,218
327,218
222,218
909,218
192,218
939,218
21,218
149,218
594,218
707,218
364,218
996,218
917,218
374,218
312,218
205,218
469,218
523,218
245,218
965,218
651,218
254,218
281,218
605,218
778,218
311,218
443,218
279,218
293,218
236,218
679,218
70,218
259,218
16,218
657,218
7,218
408,218
390,218
866,218
544,218
86,218
756,218
727,218
43,218
723,218
496,218
684,218
444,218
332,218
894,218
139,218
794,218
844,218
969,218
753,218
682,218
620,218
972,218
146,218
527,218
59,218
733,218
750,218
835,218
613,218
243,218
928,218
725,218
294,218
683,218
77,218
697,218
54,218
546,218
339,218
593,218
331,218
99,218
804,218
121,218
681,218
155,218
208,218
688,218
878,218
777,218
476,218
934,218
267,218
308,218
213,218
700,218
78,218
522,218
964,218
732,218
351,218
195,218
29,218
429,218
507,218
249,218
203,218
56,218
283,218
67,218
806,218
774,218
971,218
558,218
91,218
465,218
889,218
606,218
241,218
184,218
833,218
199,218
775,218
37,218
786,218
797,218
141,218
150,218
87,218
602,218
675,218
631,218
761,218
764,218
787,218
944,218
918,218
376,218
724,218
852,218
617,218
4,218
275,218
96,218
962,218
865,218
855,218
125,218
28,218
65,218
557,218
233,218
524,218
663,218
584,218
795,218
808,218
819,218
409,218
714,218
26,218
189,218
718,218
206,218
454,218
437,218
352,218
581,218
588,218
68,218
427,218
676,218
879,218
998,218
615,218
386,218
170,218
467,218
264,218
757,218
497,218
643,218
799,218
84,218
322,218
173,218
399,218
153,218
771,218
706,218
66,218
340,218
551,218
273,218
548,218
76,218
838,218
784,218
850,218
511,218
872,218
156,218
566,218
369,218
160,218
990,218
400,218
10,218
924,218
159,218
57,218
703,218
201,218
324,218
60,218
234,218
209,218
896,218
760,218
731,218
462,218
47,218
953,218
843,218
181,218
518,218
138,218
912,218
278,218
737,218
785,218
85,218
827,218
300,218
834,218
436,218
499,218
543,218
183,218
285,218
911,218
882,218
42,218
857,218
530,218
229,218
144,218
796,218
323,218
80,218
919,218
561,218
949,218
597,218
938,218
88,218
365,218
271,218
570,218
751,218
231,218
220,218
147,218
564,218
793,218
816,218
458,218
608,218
603,218
6,218
639,218
528,218
526,218
36,218
108,218
250,218
127,218
699,218
64,218
102,218
847,218
217,218
916,218
83,218
468,218
712,218
394,218
424,218
207,218
235,218
132,218
672,218
952,218
622,218
129,218
191,218
401,218
931,218
304,218
225,218
571,218
128,218
654,218
391,218
946,218
762,218
32,218
772,218
801,218
529,218
18,218
717,218
848,218
539,218
453,218
773,218
960,218
131,218
514,218
446,218
420,218
63,218
337,218
621,218
12,218
735,218
182,218
618,218
921,218
134,218
310,218
740,218
90,218
828,218
614,218
448,218
405,218
755,218
190,218
906,218
495,218
33,218
691,218
19,218
854,218
317,218
347,218
397,218
970,218
673,218
875,218
479,218
123,218
885,218
79,218
252,218
171,218
789,218
920,218
92,218
115,218
859,218
858,218
677,218
288,218
898,218
500,218
197,218
930,218
274,218
521,218
999,218
976,218
715,218
135,218
432,218
219,218
290,218
287,218
891,218
422,218
227,218
329,218
94,218
172,218
158,218
151,218
979,218
704,218
780,218
831,218
763,218
381,218
680,218
46,218
305,218
997,218
915,218
690,218
292,218
504,218
623,218
629,218
348,218
395,218
973,218
98,218
758,218
694,218
455,218
531,218
573,218
607,218
940,218
72,218
282,218
435,218
314,218
456,218
341,218
404,218
568,218
628,218
616,218
30,218
650,218
591,218
652,218
247,218
410,218
296,218
114,218
642,218
154,218
393,218
488,218
951,218
648,218
261,218
556,218
658,218
55,218
188,218
478,218
239,218
489,218
349,218
360,218
577,218
768,218
175,218
162,218
611,218
268,218
899,218
266,218
492,218
472,218
542,218
423,218
471,218
638,218
769,218
992,218
842,218
269,218
419,218
929,218
38,218
325,218
624,218
792,218
119,218
503,218
228,218
81,218
430,218
302,218
730,218
880,218
713,218
202,218
966,218
414,218
582,218
452,218
626,218
93,218
44,218
328,218
989,218
211,218
984,218
538,218
223,218
517,218
82,218
957,218
8,218
853,218
366,218
601,218
286,218
441,218
980,218
692,218
246,218
890,218
908,218
671,218
140,218
284,218
541,218
69,218
113,218
224,218
120,218
34,218
519,218
470,218
510,218
922,218
932,218
590,218
627,218
823,218
417,218
384,218
179,218
358,218
53,218
388,218
636,218
506,218
73,218
187,218
276,218
403,218
837,218
375,218
298,218
389,218
382,218
270,218
428,218
161,218
299,218
272,218
982,218
686,218
936,218
51,218
379,218
670,218
407,218
109,218
289,218
634,218
809,218
165,218
198,218
97,218
326,218
569,218
520,218
884,218
277,218
321,218
689,218
330,218
687,218
554,218
759,218
647,218
950,218
770,218
646,218
822,218
483,218
790,218
572,218
783,218
251,218
110,218
342,218
338,218
186,218
550,218
867,218
221,218
948,218
434,218
14,218
359,218
370,218
903,218
315,218
406,218
194,218
803,218
20,218
868,218
502,218
738,218
473,218
117,218
728,218
11,218
534,218
829,218
440,218
313,218
749,218
902,218
130,218
255,218
445,218
813,218
442,218
599,218
412,218
555,218
356,218
262,218
461,218
378,218
913,218
974,218
782,218
734,218
537,218
559,218
106,218
107,218
380,218
137,218
126,218
767,218
474,218
585,218
116,218
35,218
257,218
385,218
985,218
849,218
698,218
975,218
883,218
280,218
230,218
741,218
372,218
600,218
705,218
580,218
309,218
815,218
722,218
346,218
451,218
987,218
869,218
5,218
864,218
923,218
925,218
766,218
702,218
334,218
9,218
632,218
871,218
719,218
536,218
105,218
218,218
826,218
832,218
746,218
814,218
576,218
23,218
926,218
747,218
200,218
986,218
955,218
933,218
935,218
450,218
635,218
157,218
674,218
398,218
214,218
579,218
515,218
426,218
739,218
820,218
421,218
416,218
291,218
981,218
661,218
212,218
942,218
991,218
662,218
196,218
344,218
736,218
807,218
353,218
178,218
892,218
791,218
512,218
709,218
493,218
560,218
215,218
993,218
701,218
152,218
862,218
415,218
656,218
811,218
377,218
781,218
802,218
721,218
505,218
874,218
825,218
318,218
481,218
729,218
860,218
41,218
168,218
392,218
886,218
320,218
574,218
655,218
863,218
253,218
39,218
491,218
438,218
143,218
350,218
260,218
40,218
754,218
625,218
968,218
927,218
578,218
501,218
48,218
367,218
25,218
244,218
256,218
100,218
592,218
1,218
363,218
486,218
303,218
567,218
641,218
547,218
897,218
609,218
830,218
532,218
877,218
463,218
589,218
336,218
861,218
185,218
841,218
402,218
870,218
540,218
216,218
667,218
166,218
552,218
776,218
904,218
373,218
800,218
988,218
111,218
319,218
961,218
174,218
851,218
58,218
301,218
45,218
433,218
708,218
873,218
237,218
297,218
418,218
89,218
145,218
745,218
696,218
460,218
466,218
22,218
836,218
888,218
169,218
659,218
941,218
354,218
586,218
2,218
598,218
118,218
508,218
475,218
226,218
457,218
396,218
103,218
490,218
164,218
695,218
630,218
752,218
545,218
595,218
484,218
439,218
15,218
943,218
355,218
994,218
562,218
956,218
459,218
610,218
967,218
95,218
812,218
637,218
685,218
887,218
945,218
937,218
765,218
333,218
798,218
494,218
193,218
839,218
431,218
240,218
142,218
846,218
13,218
49,218
876,218
563,218
720,218
744,218
633,218
788,218
645,218
910,218
533,218
316,218
263,218
104,218
995,218
779,218
535,218
669,218
845,218
660,218
716,218
368,218
818,218
248,218
905,218
743,218
914,218
742,218
664,218
17,218
587,218
810,218
958,218
24,218
31,218
711,218
176,218
668,218
101,218
596,218
52,218
549,218
487,218
177,218
619,218
665,218
163,218
959,218
335,218
447,218
821,218
232,218
666,218
413,218
895,218
362,218
856,218
71,218
583,218
75,218
824,218
649,218
136,218
383,218
345,219
513,219
238,219
307,219
817,219
805,219
604,219
464,219
907,219
361,219
498,219
693,219
295,219
204,219
954,219
640,219
148,219
485,219
477,219
371,219
612,219
516,219
840,219
900,219
678,219
133,219
726,219
425,219
575,219
710,219
480,219
27,219
61,219
258,219
978,219
901,219
357,219
653,219
112,219
644,219
210,219
122,219
553,219
881,219
509,219
242,219
74,219
343,219
306,219
565,219
977,219
893,219
180,219
947,219
963,219
411,219
327,219
222,219
909,219
192,219
939,219
21,219
149,219
594,219
707,219
364,219
996,219
917,219
374,219
312,219
205,219
469,219
523,219
245,219
965,219
651,219
254,219
281,219
605,219
778,219
311,219
443,219
279,219
293,219
236,219
679,219
70,219
259,219
16,219
657,219
7,219
408,219
390,219
866,219
544,219
86,219
727,219
43,219
723,219
496,219
684,219
444,219
332,219
894,219
139,219
794,219
844,219
969,219
753,219
682,219
620,219
972,219
146,219
527,219
59,219
733,219
750,219
835,219
613,219
243,219
928,219
725,219
683,219
77,219
697,219
54,219
546,219
339,219
593,219
331,219
99,219
804,219
121,219
681,219
155,219
208,219
688,219
878,219
777,219
476,219
934,219
267,219
308,219
213,219
700,219
78,219
522,219
964,219
732,219
351,219
195,219
29,219
429,219
507,219
249,219
203,219
56,219
283,219
67,219
806,219
774,219
971,219
558,219
91,219
465,219
889,219
241,219
184,219
833,219
775,219
37,219
786,219
797,219
141,219
150,219
87,219
602,219
675,219
631,219
761,219
764,219
787,219
944,219
918,219
376,219
724,219
852,219
617,219
4,219
275,219
96,219
962,219
865,219
855,219
125,219
28,219
65,219
557,219
233,219
524,219
663,219
584,219
808,219
819,219
409,219
714,219
26,219
189,219
718,219
206,219
454,219
437,219
352,219
581,219
588,219
68,219
427,219
676,219
879,219
998,219
615,219
386,219
170,219
467,219
264,219
757,219
497,219
643,219
799,219
84,219
322,219
173,219
399,219
153,219
771,219
706,219
66,219
340,219
551,219
273,219
548,219
76,219
838,219
784,219
850,219
511,219
872,219
156,219
566,219
369,219
160,219
990,219
400,219
10,219
924,219
159,219
57,219
703,219
201,219
324,219
234,219
209,219
896,219
760,219
731,219
462,219
47,219
953,219
843,219
181,219
518,219
138,219
912,219
278,219
737,219
785,219
85,219
827,219
300,219
834,219
436,219
499,219
543,219
183,219
285,219
911,219
882,219
42,219
857,219
530,219
229,219
144,219
796,219
323,219
80,219
919,219
561,219
949,219
597,219
938,219
88,219
365,219
271,219
570,219
751,219
231,219
220,219
147,219
167,219
564,219
793,219
816,219
458,219
608,219
603,219
6,219
639,219
528,219
526,219
36,219
108,219
250,219
127,219
699,219
64,219
102,219
847,219
217,219
916,219
83,219
468,219
712,219
394,219
424,219
207,219
235,219
132,219
672,219
952,219
622,219
129,219
401,219
931,219
304,219
225,219
571,219
128,219
654,219
391,219
946,219
762,219
32,219
772,219
801,219
529,219
18,219
717,219
848,219
539,219
453,219
773,219
960,219
131,219
514,219
446,219
420,219
63,219
337,219
62,219
621,219
12,219
735,219
182,219
618,219
921,219
134,219
310,219
740,219
90,219
828,219
614,219
448,219
405,219
755,219
190,219
906,219
495,219
33,219
691,219
19,219
854,219
317,219
347,219
397,219
970,219
673,219
875,219
479,219
123,219
885,219
79,219
252,219
171,219
789,219
920,219
92,219
115,219
859,219
858,219
677,219
288,219
898,219
500,219
197,219
930,219
274,219
521,219
999,219
976,219
715,219
135,219
432,219
219,219
290,219
287,219
891,219
422,219
227,219
329,219
94,219
172,219
158,219
151,219
979,219
704,219
780,219
831,219
763,219
381,219
680,219
46,219
305,219
997,219
915,219
690,219
292,219
504,219
623,219
629,219
348,219
395,219
973,219
98,219
758,219
694,219
455,219
531,219
573,219
607,219
940,219
72,219
282,219
435,219
314,219
456,219
404,219
568,219
628,219
616,219
30,219
650,219
591,219
652,219
247,219
410,219
296,219
50,219
114,219
642,219
154,219
393,219
488,219
951,219
648,219
261,219
556,219
658,219
55,219
188,219
478,219
239,219
489,219
349,219
360,219
577,219
768,219
175,219
162,219
611,219
268,219
899,219
266,219
492,219
472,219
542,219
423,219
471,219
638,219
769,219
992,219
842,219
269,219
419,219
929,219
38,219
325,219
624,219
792,219
119,219
503,219
228,219
81,219
430,219
302,219
730,219
880,219
713,219
202,219
966,219
414,219
3,219
582,219
452,219
626,219
93,219
44,219
989,219
211,219
984,219
538,219
223,219
517,219
82,219
957,219
8,219
853,219
366,219
286,219
441,219
980,219
692,219
246,219
890,219
908,219
671,219
140,219
284,219
541,219
69,219
113,219
224,219
120,219
34,219
519,219
470,219
510,219
922,219
932,219
590,219
627,219
823,219
384,219
179,219
358,219
53,219
388,219
636,219
506,219
73,219
187,219
276,219
403,219
837,219
375,219
298,219
389,219
382,219
270,219
428,219
161,219
299,219
272,219
982,219
686,219
936,219
51,219
379,219
670,219
407,219
265,219
289,219
634,219
809,219
165,219
198,219
97,219
326,219
569,219
520,219
884,219
277,219
321,219
689,219
330,219
687,219
554,219
759,219
647,219
950,219
770,219
646,219
822,219
483,219
790,219
572,219
783,219
251,219
110,219
342,219
338,219
186,219
550,219
867,219
221,219
948,219
434,219
14,219
359,219
370,219
903,219
315,219
406,219
194,219
803,219
20,219
868,219
502,219
738,219
473,219
117,219
728,219
11,219
534,219
829,219
440,219
313,219
749,219
902,219
130,219
255,219
445,219
442,219
599,219
412,219
555,219
356,219
262,219
461,219
378,219
913,219
974,219
782,219
734,219
537,219
559,219
106,219
107,219
380,219
137,219
126,219
767,219
474,219
585,219
116,219
35,219
257,219
385,219
985,219
849,219
698,219
975,219
883,219
280,219
230,219
741,219
372,219
600,219
705,219
580,219
309,219
815,219
722,219
346,219
451,219
987,219
869,219
5,219
864,219
923,219
925,219
766,219
702,219
334,219
9,219
632,219
871,219
719,219
536,219
105,219
218,219
826,219
832,219
746,219
814,219
576,219
23,219
926,219
747,219
200,219
986,219
955,219
933,219
935,219
450,219
635,219
157,219
674,219
398,219
214,219
579,219
515,219
426,219
739,219
820,219
421,219
416,219
291,219
981,219
661,219
212,219
942,219
991,219
662,219
196,219
344,219
736,219
807,219
353,219
178,219
892,219
791,219
512,219
709,219
493,219
560,219
215,219
993,219
701,219
152,219
862,219
415,219
656,219
811,219
377,219
781,219
124,219
802,219
721,219
505,219
874,219
825,219
318,219
481,219
729,219
860,219
41,219
168,219
392,219
886,219
320,219
574,219
655,219
863,219
253,219
39,219
491,219
438,219
143,219
350,219
260,219
40,219
754,219
625,219
968,219
927,219
578,219
501,219
48,219
367,219
25,219
244,219
256,219
387,219
100,219
592,219
1,219
363,219
486,219
303,219
567,219
641,219
547,219
897,219
609,219
830,219
532,219
877,219
463,219
589,219
336,219
861,219
185,219
841,219
402,219
870,219
540,219
216,219
667,219
166,219
552,219
776,219
904,219
373,219
800,219
988,219
111,219
319,219
961,219
174,219
851,219
58,219
301,219
45,219
433,219
708,219
873,219
237,219
297,219
418,219
89,219
145,219
745,219
696,219
460,219
466,219
22,219
836,219
888,219
169,219
659,219
941,219
354,219
586,219
2,219
598,219
508,219
475,219
226,219
457,219
396,219
103,219
490,219
164,219
695,219
630,219
752,219
545,219
595,219
484,219
439,219
15,219
943,219
355,219
525,219
994,219
562,219
956,219
459,219
610,219
967,219
95,219
812,219
637,219
685,219
887,219
945,219
937,219
765,219
333,219
798,219
494,219
193,219
839,219
431,219
240,219
142,219
846,219
13,219
49,219
876,219
563,219
720,219
744,219
633,219
788,219
645,219
910,219
533,219
316,219
263,219
104,219
995,219
779,219
535,219
669,219
845,219
660,219
716,219
368,219
818,219
248,219
905,219
743,219
914,219
742,219
664,219
983,219
17,219
587,219
810,219
958,219
24,219
31,219
711,219
176,219
668,219
101,219
596,219
52,219
549,219
487,219
177,219
619,219
665,219
163,219
959,219
335,219
447,219
449,219
821,219
232,219
666,219
413,219
895,219
362,219
71,219
583,219
75,219
824,219
649,219
136,219
383,219
345,220
513,220
238,220
307,220
817,220
748,220
805,220
604,220
464,220
907,220
361,220
498,220
693,220
295,220
204,220
954,220
640,220
485,220
477,220
371,220
612,220
516,220
840,220
900,220
678,220
133,220
726,220
425,220
0,220
575,220
710,220
480,220
27,220
61,220
258,220
978,220
901,220
357,220
653,220
112,220
482,220
644,220
210,220
122,220
553,220
881,220
509,220
242,220
74,220
343,220
306,220
565,220
977,220
893,220
180,220
947,220
963,220
411,220
327,220
222,220
909,220
192,220
939,220
21,220
149,220
594,220
707,220
364,220
996,220
917,220
374,220
312,220
205,220
469,220
523,220
245,220
965,220
651,220
254,220
281,220
605,220
778,220
311,220
443,220
279,220
293,220
236,220
679,220
70,220
259,220
16,220
657,220
7,220
408,220
390,220
866,220
544,220
86,220
756,220
727,220
43,220
723,220
496,220
684,220
444,220
332,220
894,220
139,220
794,220
844,220
969,220
753,220
682,220
620,220
972,220
146,220
527,220
59,220
733,220
750,220
835,220
613,220
243,220
928,220
725,220
294,220
683,220
77,220
697,220
54,220
546,220
339,220
593,220
331,220
99,220
804,220
121,220
681,220
155,220
208,220
688,220
878,220
777,220
476,220
934,220
267,220
308,220
213,220
700,220
78,220
522,220
964,220
732,220
351,220
195,220
29,220
429,220
507,220
249,220
203,220
56,220
283,220
67,220
806,220
774,220
971,220
558,220
91,220
465,220
889,220
606,220
241,220
184,220
833,220
199,220
775,220
37,220
786,220
797,220
141,220
150,220
87,220
602,220
675,220
631,220
761,220
764,220
787,220
944,220
918,220
376,220
724,220
852,220
617,220
4,220
275,220
96,220
962,220
865,220
855,220
125,220
28,220
65,220
557,220
233,220
524,220
663,220
584,220
795,220
808,220
819,220
409,220
714,220
26,220
189,220
718,220
206,220
454,220
437,220
352,220
581,220
68,220
427,220
676,220
879,220
998,220
615,220
386,220
170,220
467,220
264,220
757,220
497,220
643,220
799,220
84,220
322,220
173,220
399,220
153,220
706,220
66,220
340,220
551,220
273,220
548,220
76,220
838,220
784,220
850,220
511,220
872,220
156,220
566,220
369,220
160,220
990,220
400,220
10,220
924,220
159,220
57,220
703,220
201,220
324,220
60,220
234,220
209,220
896,220
760,220
731,220
462,220
47,220
953,220
843,220
181,220
518,220
138,220
912,220
278,220
737,220
785,220
85,220
827,220
834,220
436,220
499,220
543,220
285,220
911,220
882,220
42,220
857,220
530,220
229,220
144,220
796,220
323,220
80,220
919,220
561,220
949,220
597,220
938,220
88,220
365,220
271,220
570,220
751,220
231,220
220,220
147,220
167,220
564,220
793,220
816,220
458,220
608,220
603,220
6,220
639,220
528,220
526,220
36,220
108,220
250,220
127,220
699,220
64,220
102,220
847,220
217,220
916,220
83,220
468,220
712,220
394,220
424,220
207,220
235,220
132,220
672,220
952,220
622,220
129,220
191,220
401,220
931,220
304,220
225,220
571,220
128,220
654,220
946,220
762,220
32,220
772,220
801,220
529,220
18,220
717,220
848,220
539,220
453,220
773,220
960,220
131,220
514,220
446,220
420,220
63,220
337,220
62,220
621,220
12,220
735,220
182,220
618,220
921,220
134,220
310,220
740,220
90,220
828,220
614,220
448,220
405,220
755,220
190,220
906,220
495,220
33,220
691,220
19,220
854,220
317,220
347,220
397,220
970,220
673,220
875,220
479,220
123,220
885,220
79,220
252,220
171,220
789,220
920,220
92,220
115,220
859,220
858,220
677,220
288,220
898,220
500,220
197,220
930,220
274,220
521,220
999,220
976,220
715,220
135,220
432,220
219,220
290,220
287,220
891,220
422,220
227,220
329,220
94,220
172,220
158,220
151,220
979,220
704,220
780,220
831,220
763,220
381,220
680,220
46,220
305,220
997,220
915,220
690,220
292,220
504,220
623,220
629,220
348,220
395,220
973,220
98,220
758,220
694,220
455,220
531,220
573,220
607,220
940,220
72,220
282,220
435,220
314,220
456,220
341,220
404,220
568,220
628,220
616,220
30,220
650,220
591,220
652,220
247,220
410,220
296,220
50,220
114,220
642,220
154,220
393,220
488,220
951,220
648,220
261,220
556,220
658,220
55,220
188,220
478,220
239,220
489,220
349,220
360,220
577,220
768,220
175,220
162,220
611,220
268,220
899,220
266,220
492,220
472,220
542,220
423,220
471,220
638,220
769,220
992,220
842,220
269,220
419,220
929,220
38,220
325,220
624,220
792,220
119,220
503,220
228,220
81,220
430,220
302,220
730,220
880,220
713,220
202,220
966,220
414,220
3,220
582,220
452,220
626,220
93,220
44,220
328,220
989,220
211,220
984,220
538,220
223,220
517,220
82,220
957,220
8,220
853,220
366,220
601,220
286,220
441,220
980,220
692,220
246,220
890,220
908,220
671,220
