rid,nombre_parque,hectareas,descripcion_parque,tarifa,pid,aid,nombre_atractivo,descripcion_atractivo,url_atractivo
12,Reserva Nacional Robleria del Cobre de Loncha,580283,Voluptas fugiat vitae nesciunt. Molestias consequuntur molestias ex.,19796.35,64,264,GIGONZA PILAR DEL,Fugiat odio nihil accusantium. Alias voluptate alias nulla velit deleniti atque. Labore autem voluptate quidem voluptas quibusdam.,http://lorempixel.com/381/358/nature/
12,Monumento Natural El Morado,898116,Sunt expedita aliquam. Nihil quasi dignissimos amet voluptate.,5184.59,65,265,ALJIBE DEL ALGAIDA,Ut fuga eaque dolor. Doloribus possimus veritatis at molestiae. Minima recusandae fuga quod amet voluptatem harum.,http://lorempixel.com/378/330/nature/
12,Monumento Natural El Morado,898116,Sunt expedita aliquam. Nihil quasi dignissimos amet voluptate.,5184.59,65,266,DE TRAFALGAR-CONIL MECA,Quos similique tempore expedita nesciunt quam. Officia accusamus recusandae vero voluptate laboriosam. Quasi optio reprehenderit hic.,http://lorempixel.com/250/231/nature/
12,Monumento Natural El Morado,898116,Sunt expedita aliquam. Nihil quasi dignissimos amet voluptate.,5184.59,65,267,DE COLADA DE,Quo assumenda placeat recusandae. Similique at quisquam nisi eaque. Expedita hic laudantium officiis distinctio.,http://lorempixel.com/345/330/nature/
12,Monumento Natural El Morado,898116,Sunt expedita aliquam. Nihil quasi dignissimos amet voluptate.,5184.59,65,268,- ARROYOMOLINOS GASTOR,Labore amet illum.,http://lorempixel.com/206/274/nature/
12,Monumento Natural El Morado,898116,Sunt expedita aliquam. Nihil quasi dignissimos amet voluptate.,5184.59,65,269,CARISSA AURELIA GUADALETE,Quaerat rerum accusantium eveniet. Praesentium quo temporibus sunt ipsam vel necessitatibus.,http://lorempixel.com/336/327/nature/
13,Reserva Nacional Alerce Costero,355229,Voluptatem perferendis earum voluptates omnis in. Velit rem aliquid aspernatur soluta. Quis unde ducimus.,12161.41,67,270,VERDE PUERTO DEL,Cum enim exercitationem natus voluptas ut laborum. Deleniti cum tempore consectetur assumenda. Recusandae eos commodi explicabo nemo officiis.,http://lorempixel.com/258/276/nature/
13,Reserva Nacional Alerce Costero,355229,Voluptatem perferendis earum voluptates omnis in. Velit rem aliquid aspernatur soluta. Quis unde ducimus.,12161.41,67,271,DE GUADALETE ROCHE,Similique praesentium reiciendis repellendus nihil. Pariatur nisi maiores.,http://lorempixel.com/312/242/nature/
13,Reserva Nacional Alerce Costero,355229,Voluptatem perferendis earum voluptates omnis in. Velit rem aliquid aspernatur soluta. Quis unde ducimus.,12161.41,67,272,TAJO DE LOS,Laudantium ut rerum iste dolore. Recusandae quos recusandae totam.,http://lorempixel.com/336/300/nature/
13,Reserva Nacional Alerce Costero,355229,Voluptatem perferendis earum voluptates omnis in. Velit rem aliquid aspernatur soluta. Quis unde ducimus.,12161.41,67,273,ROMANA DEL LA,Repellendus vel quibusdam nesciunt nostrum vero. Adipisci aut nesciunt quae consectetur. Unde doloribus temporibus animi deleniti aspernatur vel.,http://lorempixel.com/336/387/nature/
13,Reserva Nacional Alerce Costero,355229,Voluptatem perferendis earum voluptates omnis in. Velit rem aliquid aspernatur soluta. Quis unde ducimus.,12161.41,67,274,LÍNEA SAN VERDE,Non unde inventore esse aspernatur eum velit officiis. Harum tempora pariatur soluta enim.,http://lorempixel.com/317/212/nature/
13,Reserva Nacional Mocho Choshuenco,395164,Eaque neque et a.,22584.93,68,275,CERRO TOLLOS DEL,Laborum aliquam incidunt nulla neque sint repellat. Quas eveniet expedita magni. Aut numquam perspiciatis ea.,http://lorempixel.com/348/249/nature/
13,Reserva Nacional Mocho Choshuenco,395164,Eaque neque et a.,22584.93,68,276,SILLA CALZADA SUBIDA,Fugit a earum repudiandae corrupti reiciendis. Expedita quae natus nemo laborum voluptas. Aliquid dolores sint enim voluptates facere nemo.,http://lorempixel.com/392/345/nature/
13,Reserva Nacional Mocho Choshuenco,395164,Eaque neque et a.,22584.93,68,277,ARROYO DESCANSADERO RAYO,Eveniet ad omnis adipisci iure nam inventore. Harum rem nihil aliquid sequi maxime iusto aut. Accusamus omnis quo natus.,http://lorempixel.com/365/323/nature/
13,Reserva Nacional Mocho Choshuenco,395164,Eaque neque et a.,22584.93,68,278,DEL ZONA REY,Totam occaecati aut dolorum similique at voluptas. Quos animi neque nostrum voluptates. Incidunt esse rerum officia exercitationem eaque.,http://lorempixel.com/303/245/nature/
13,Reserva Nacional Mocho Choshuenco,395164,Eaque neque et a.,22584.93,68,279,GUADALMESÍ AL ALBARRACINEJO,Quod nesciunt quos iure. Non iste temporibus quaerat culpa aperiam. Eaque cumque cumque nobis eveniet voluptatem iste saepe.,http://lorempixel.com/373/274/nature/
13,Parque Nacional Villarrica,162177,Alias consequatur neque dolore. Expedita eius omnis culpa eligendi quam rerum. Minima quaerat voluptate culpa mollitia omnis.,24118.03,69,280,MARISMAS DE DEL,Consequatur voluptatem alias velit vero voluptatem voluptatibus. Repellendus nisi asperiores consequatur aspernatur totam quia enim. Cumque unde explicabo unde.,http://lorempixel.com/200/390/nature/
13,Parque Nacional Villarrica,162177,Alias consequatur neque dolore. Expedita eius omnis culpa eligendi quam rerum. Minima quaerat voluptate culpa mollitia omnis.,24118.03,69,281,BARBATE DE CARBONEROS,Ab adipisci optio consectetur cum assumenda cupiditate ex. A iusto iusto autem sed illo. Quo animi fugit.,http://lorempixel.com/215/302/nature/
13,Parque Nacional Villarrica,162177,Alias consequatur neque dolore. Expedita eius omnis culpa eligendi quam rerum. Minima quaerat voluptate culpa mollitia omnis.,24118.03,69,282,CABRERO DEL SALTO,Impedit nostrum corporis illum. Eligendi eius eaque laudantium distinctio eius. Cum sint harum.,http://lorempixel.com/200/267/nature/
13,Parque Nacional Villarrica,162177,Alias consequatur neque dolore. Expedita eius omnis culpa eligendi quam rerum. Minima quaerat voluptate culpa mollitia omnis.,24118.03,69,283,DEL DE ESTUARIO,Nesciunt id vero voluptatum animi quos. Ipsa libero quia animi pariatur. Eaque delectus maiores nihil a ea. Porro odio repellat eveniet tempora.,http://lorempixel.com/216/366/nature/
13,Parque Nacional Villarrica,162177,Alias consequatur neque dolore. Expedita eius omnis culpa eligendi quam rerum. Minima quaerat voluptate culpa mollitia omnis.,24118.03,69,284,DE BARBECHOS GUAREÑAS,Natus quos reiciendis error fugiat dolorem quae. Possimus cumque rerum nihil sint deserunt.,http://lorempixel.com/335/286/nature/
14,Reserva Nacional las Vicuñas,924965,Nam soluta alias dicta. Sit earum porro omnis. Voluptatem saepe eligendi aut.,13480.44,71,285,VERDE MARÍA PUERTO,Accusamus necessitatibus provident dolores atque aperiam quibusdam voluptatibus. Itaque optio illum modi rem. Dolorem maxime dicta atque id nesciunt nihil.,http://lorempixel.com/269/347/nature/
14,Reserva Nacional las Vicuñas,924965,Nam soluta alias dicta. Sit earum porro omnis. Voluptatem saepe eligendi aut.,13480.44,71,286,MOCITAS CALLEJÓN LAS,Quaerat necessitatibus ex at repellendus voluptas. Itaque minus impedit consequatur numquam recusandae. At est deserunt eveniet voluptatibus odit rem distinctio.,http://lorempixel.com/233/388/nature/
14,Reserva Nacional las Vicuñas,924965,Nam soluta alias dicta. Sit earum porro omnis. Voluptatem saepe eligendi aut.,13480.44,71,287,CAOS VILLALUENGA-NAVAZOS DE,Magni possimus est repudiandae aliquid. Dignissimos impedit soluta adipisci dolorem commodi voluptate. Quis dolores tempora provident ipsam.,http://lorempixel.com/234/342/nature/
14,Reserva Nacional las Vicuñas,924965,Nam soluta alias dicta. Sit earum porro omnis. Voluptatem saepe eligendi aut.,13480.44,71,288,ALGODONALES ALBINA LA,Rem ullam asperiores aspernatur facilis. Temporibus culpa odit fuga aliquid libero.,http://lorempixel.com/327/205/nature/
14,Reserva Nacional las Vicuñas,924965,Nam soluta alias dicta. Sit earum porro omnis. Voluptatem saepe eligendi aut.,13480.44,71,289,CHARCONES ALMORAIMA LOS,Sint quae doloribus minus earum quo suscipit. Omnis at rem reprehenderit expedita.,http://lorempixel.com/304/245/nature/
14,Monumento Natural Quebrada de Cardones,592481,Dolores pariatur reiciendis reprehenderit. Rerum doloribus eum dolores pariatur numquam. Odit soluta nulla non.,10803.34,72,290,DE DE MONTECOCHE,Blanditiis cumque facere rem optio alias ut. Minima quod maiores illum. Quibusdam neque voluptas eum porro voluptatem.,http://lorempixel.com/271/354/nature/
14,Monumento Natural Quebrada de Cardones,592481,Dolores pariatur reiciendis reprehenderit. Rerum doloribus eum dolores pariatur numquam. Odit soluta nulla non.,10803.34,72,291,ERA CAMINO GUADIARO,Possimus cum vel perspiciatis. Excepturi eaque optio. Explicabo quaerat facilis.,http://lorempixel.com/341/236/nature/
14,Monumento Natural Quebrada de Cardones,592481,Dolores pariatur reiciendis reprehenderit. Rerum doloribus eum dolores pariatur numquam. Odit soluta nulla non.,10803.34,72,292,FORESTAL DE MEDINA,Molestiae dignissimos magnam atque ad. Recusandae voluptatibus fugiat aspernatur qui error eaque.,http://lorempixel.com/240/360/nature/
14,Monumento Natural Quebrada de Cardones,592481,Dolores pariatur reiciendis reprehenderit. Rerum doloribus eum dolores pariatur numquam. Odit soluta nulla non.,10803.34,72,293,DE VENTA DE,Labore unde occaecati rem. Amet aliquam ullam voluptates voluptate. Illo aliquam consectetur ab eum exercitationem.,http://lorempixel.com/311/339/nature/
14,Monumento Natural Quebrada de Cardones,592481,Dolores pariatur reiciendis reprehenderit. Rerum doloribus eum dolores pariatur numquam. Odit soluta nulla non.,10803.34,72,294,TOLLOS CARRASCÓN LAGUNA,Ut maxime laborum hic. Cupiditate consequuntur dicta veniam neque molestias.,http://lorempixel.com/351/248/nature/
14,Parque Nacional Nacional Lauca,528028,Quas deleniti ipsa eum dolore officiis quaerat. At doloremque alias tempora. Quam placeat omnis corrupti laudantium ab optio. Quibusdam consectetur voluptatum voluptatibus explicabo sit.,24457.89,73,295,DEL MOJÓN LA,Accusamus sint voluptatibus provident alias. Assumenda rerum repudiandae quidem tempora iusto. Ex similique voluptates modi.,http://lorempixel.com/280/243/nature/
14,Parque Nacional Nacional Lauca,528028,Quas deleniti ipsa eum dolore officiis quaerat. At doloremque alias tempora. Quam placeat omnis corrupti laudantium ab optio. Quibusdam consectetur voluptatum voluptatibus explicabo sit.,24457.89,73,296,A DE CARNERO,Veniam quam molestias. Ipsa veritatis optio temporibus atque. Voluptas saepe expedita sunt quasi officia eos.,http://lorempixel.com/317/315/nature/
14,Parque Nacional Nacional Lauca,528028,Quas deleniti ipsa eum dolore officiis quaerat. At doloremque alias tempora. Quam placeat omnis corrupti laudantium ab optio. Quibusdam consectetur voluptatum voluptatibus explicabo sit.,24457.89,73,297,CAMPOBUCHE DE BOLONIA-PULIDO,Laborum laudantium voluptatem dolor facere ducimus porro. Ipsa dicta deserunt cupiditate. At mollitia eius magnam facere eius numquam est.,http://lorempixel.com/207/298/nature/
14,Parque Nacional Nacional Lauca,528028,Quas deleniti ipsa eum dolore officiis quaerat. At doloremque alias tempora. Quam placeat omnis corrupti laudantium ab optio. Quibusdam consectetur voluptatum voluptatibus explicabo sit.,24457.89,73,298,DE FRESNILLO SUBIDA,Officia ratione a ipsam. Provident reiciendis cupiditate eum delectus labore beatae. Sed iste minus voluptatum expedita ratione.,http://lorempixel.com/316/395/nature/
14,Parque Nacional Nacional Lauca,528028,Quas deleniti ipsa eum dolore officiis quaerat. At doloremque alias tempora. Quam placeat omnis corrupti laudantium ab optio. Quibusdam consectetur voluptatum voluptatibus explicabo sit.,24457.89,73,299,FERNANDO SAN -,Ipsa animi impedit at facilis. Fuga officiis corrupti veniam. Pariatur sunt quasi provident laborum voluptates non.,http://lorempixel.com/400/356/nature/
14,Monumento Nacional Salar de Surire,716624,Corrupti ratione soluta natus. Voluptates non soluta. Eius earum illum minus.,15010.01,74,300,CAOS CALZADA ROMANA,Facere aliquam earum rem. Maxime repudiandae voluptatum odio vero. Dolore in voluptatibus magnam nostrum.,http://lorempixel.com/259/259/nature/
14,Monumento Nacional Salar de Surire,716624,Corrupti ratione soluta natus. Voluptates non soluta. Eius earum illum minus.,15010.01,74,301,DE ANTIGUA LA,Non maiores praesentium esse repellat repellat. Voluptatem placeat minus illum occaecati.,http://lorempixel.com/356/355/nature/
14,Monumento Nacional Salar de Surire,716624,Corrupti ratione soluta natus. Voluptates non soluta. Eius earum illum minus.,15010.01,74,302,DE LAGUNA LA,Sint ipsum voluptatibus ducimus. Mollitia voluptatem iure sapiente provident inventore.,http://lorempixel.com/311/251/nature/
14,Monumento Nacional Salar de Surire,716624,Corrupti ratione soluta natus. Voluptates non soluta. Eius earum illum minus.,15010.01,74,303,LAS REY DEL,Eum excepturi optio eligendi minus explicabo.,http://lorempixel.com/323/342/nature/
14,Monumento Nacional Salar de Surire,716624,Corrupti ratione soluta natus. Voluptates non soluta. Eius earum illum minus.,15010.01,74,304,HIGUERÓN RISCO DE,Nisi consequuntur blanditiis eum harum ipsam odio. Placeat natus officiis commodi modi modi. Qui ipsa tempora rerum commodi reprehenderit.,http://lorempixel.com/325/339/nature/
15,Reserva Nacional Ñuble,987567,Quidem temporibus molestias repellat reiciendis. Tempore animi eveniet itaque praesentium recusandae occaecati. Architecto sapiente laboriosam excepturi maxime numquam aliquid. Veritatis blanditiis fugiat excepturi labore.,17872.16,76,305,LA PINAR DE,Necessitatibus cumque doloremque vero ut assumenda. Doloremque explicabo repellat similique dignissimos nam similique.,http://lorempixel.com/399/292/nature/
15,Reserva Nacional Ñuble,987567,Quidem temporibus molestias repellat reiciendis. Tempore animi eveniet itaque praesentium recusandae occaecati. Architecto sapiente laboriosam excepturi maxime numquam aliquid. Veritatis blanditiis fugiat excepturi labore.,17872.16,76,306,DEL ALBERITE PAPA,Qui minus placeat adipisci optio eos quibusdam iste. Autem reiciendis aut modi aliquam. Id possimus provident id officia quasi nostrum.,http://lorempixel.com/292/349/nature/
15,Reserva Nacional Ñuble,987567,Quidem temporibus molestias repellat reiciendis. Tempore animi eveniet itaque praesentium recusandae occaecati. Architecto sapiente laboriosam excepturi maxime numquam aliquid. Veritatis blanditiis fugiat excepturi labore.,17872.16,76,307,OJO DEL GRULLO,Et modi nulla dolore magnam itaque. Quo harum sit sequi nemo.,http://lorempixel.com/372/368/nature/
15,Reserva Nacional Ñuble,987567,Quidem temporibus molestias repellat reiciendis. Tempore animi eveniet itaque praesentium recusandae occaecati. Architecto sapiente laboriosam excepturi maxime numquam aliquid. Veritatis blanditiis fugiat excepturi labore.,17872.16,76,308,RÍO DE MIEL,Delectus qui illum accusamus quis earum maiores amet. Recusandae eos odit delectus assumenda voluptatem necessitatibus.,http://lorempixel.com/318/245/nature/
15,Reserva Nacional Ñuble,987567,Quidem temporibus molestias repellat reiciendis. Tempore animi eveniet itaque praesentium recusandae occaecati. Architecto sapiente laboriosam excepturi maxime numquam aliquid. Veritatis blanditiis fugiat excepturi labore.,17872.16,76,309,RUINAS ALGAIDA-SALINA ESPERILLA,Consectetur culpa optio aliquid doloribus dolorem quasi. Nulla sunt saepe unde consequatur eveniet dolores. Modi quaerat dolor quidem voluptates molestiae odio.,http://lorempixel.com/390/320/nature/
15,Reserva Nacional Huemules del Niblinto,518138,Assumenda officia occaecati consectetur doloremque. Numquam sed earum ducimus maiores dicta consequuntur.,22111.33,77,310,SILLETERO DE FARDELA,Ratione ipsa libero reiciendis nostrum iste. Error harum delectus.,http://lorempixel.com/393/398/nature/
15,Reserva Nacional Huemules del Niblinto,518138,Assumenda officia occaecati consectetur doloremque. Numquam sed earum ducimus maiores dicta consequuntur.,22111.33,77,311,DE ANTONIO LA,Voluptas eum tenetur dicta esse doloribus eum. A id ratione soluta est fugiat consectetur.,http://lorempixel.com/318/221/nature/
15,Reserva Nacional Huemules del Niblinto,518138,Assumenda officia occaecati consectetur doloremque. Numquam sed earum ducimus maiores dicta consequuntur.,22111.33,77,312,DE TESORILLO BREÑA,Unde dignissimos distinctio dicta. Neque aspernatur nam natus. Dignissimos provident labore deserunt commodi id mollitia.,http://lorempixel.com/317/292/nature/
15,Reserva Nacional Huemules del Niblinto,518138,Assumenda officia occaecati consectetur doloremque. Numquam sed earum ducimus maiores dicta consequuntur.,22111.33,77,313,VERDE COVEZUELAS-CHARCA DE,Nulla ipsa id commodi iste necessitatibus. Commodi unde nostrum sequi. Alias eligendi consequatur quas incidunt nisi sit.,http://lorempixel.com/301/247/nature/
15,Reserva Nacional Huemules del Niblinto,518138,Assumenda officia occaecati consectetur doloremque. Numquam sed earum ducimus maiores dicta consequuntur.,22111.33,77,314,EL DE BOSQUE,Illo nisi sapiente quibusdam eligendi ad accusamus. Quam cumque soluta.,http://lorempixel.com/207/379/nature/
